20
908 828
25 799 -767
436 41 324
870 893 203
223 671 18
667 550 400
514 285 458
768 612 -736
468 277 599
709 210 -210
201 517 -46
270 550 -757
900 789 -778
624 11 -234
785 293 -186
556 475 -58
774 152 -362
660 732 715
742 140 -595
781 185 422
576 321 -658
130 682 -866
555 871 -659
847 610 -895
787 491 -360
471 841 -981
830 716 -906
124 619 -989
617 297 505
189 429 -642
726 33 886
464 27 589
86 365 -768
114 370 214
130 226 895
639 709 -220
670 427 -334
863 892 -776
683 502 105
527 760 -218
247 103 959
285 264 -99
629 349 939
248 334 -252
593 896 -203
570 711 234
489 362 -384
192 65 231
705 293 390
291 898 688
346 901 -484
283 895 216
452 495 -194
530 165 264
576 147 506
742 874 376
579 410 -817
635 470 519
59 122 760
365 792 679
770 530 -733
763 86 888
50 222 -766
527 35 341
636 227 937
590 256 -865
846 251 809
458 291 -720
422 156 -354
373 573 -501
253 586 740
329 136 589
848 797 -382
173 74 215
99 483 279
759 60 164
752 737 993
893 863 168
341 388 531
150 227 453
733 84 798
275 97 868
24 351 -588
563 760 -807
350 48 -615
773 329 -69
488 137 -916
749 624 645
585 2 -942
595 781 978
866 812 -154
537 780 48
81 488 990
802 757 -263
420 603 372
638 5 -537
594 572 -676
278 843 -421
199 491 -8
67 627 19
126 35 -793
533 671 -71
423 101 798
212 687 -997
65 58 -312
201 679 464
746 855 -437
48 608 812
151 792 -828
706 256 394
839 344 794
699 165 616
359 201 -286
755 52 -321
286 708 824
853 537 -337
577 187 664
133 387 463
863 89 88
570 445 112
142 631 -43
211 337 599
93 427 -784
537 277 -13
266 439 628
191 871 -493
4 584 -725
205 830 629
10 834 -894
855 396 662
682 68 938
4 368 273
825 262 939
215 207 740
379 707 -235
609 356 964
659 267 -952
749 795 475
378 317 693
374 755 300
613 325 107
370 33 702
732 229 -732
770 44 -126
309 634 -947
613 439 820
760 815 -850
331 857 433
663 660 480
584 296 -577
394 206 145
729 16 -568
447 367 305
398 638 -531
250 41 -970
61 71 731
12 575 -156
186 294 322
136 255 793
719 494 180
181 320 -187
842 281 -353
268 617 -999
711 43 -108
889 283 725
483 487 713
217 268 -584
85 810 404
471 13 -391
625 819 282
608 338 749
237 739 624
295 835 538
901 77 -500
165 770 809
364 731 404
795 399 -657
238 681 -373
13 680 -912
129 164 81
147 369 -591
540 193 -136
252 640 583
183 467 -226
124 514 -393
478 129 -326
793 686 -472
827 867 68
28 399 -350
816 43 -466
251 387 378
280 556 216
472 442 -590
233 873 -448
765 272 -199
206 553 -250
801 889 914
470 893 -441
143 828 -825
554 462 -447
133 680 272
59 200 -680
629 378 -173
834 610 -993
588 339 407
440 73 -366
707 745 -130
417 746 637
624 332 -784
679 75 -881
243 300 -668
501 408 680
717 194 88
451 55 990
590 686 66
263 177 -999
154 515 874
614 402 354
519 67 759
237 65 252
297 603 735
53 719 193
887 352 -687
851 497 -43
529 61 134
127 858 -876
222 716 652
760 727 809
342 215 810
505 323 50
395 239 -868
773 524 -179
853 773 518
874 786 -62
656 541 284
431 267 249
155 204 -337
234 526 -80
14 468 434
573 279 -709
516 9 447
169 232 965
412 47 655
621 535 -695
196 243 584
145 721 -651
704 745 -823
577 182 566
679 76 -426
466 200 -371
809 151 119
387 676 787
623 561 -723
342 725 -945
340 101 168
159 94 213
876 84 -569
586 758 -727
635 440 479
128 808 -903
598 51 -966
814 629 849
297 713 -521
767 614 -760
238 441 -245
139 496 -841
169 788 -912
543 837 -958
302 648 402
209 433 -165
432 864 554
143 356 974
658 256 -757
602 903 -153
639 357 954
267 772 895
404 70 343
193 499 959
270 263 723
690 10 -145
757 472 -570
500 304 -320
426 57 488
653 215 506
904 811 -79
118 130 -823
491 397 -76
613 434 58
432 507 417
391 291 419
309 699 548
19 423 787
38 722 604
315 534 547
537 515 908
599 357 614
556 686 -244
545 683 -355
533 900 120
751 11 -387
50 649 737
122 278 624
372 635 -362
749 264 -741
814 197 -604
689 647 -28
389 751 363
845 846 524
491 497 564
376 293 -146
197 290 21
845 830 463
288 537 653
414 778 -932
600 719 222
795 688 781
813 17 513
105 164 853
797 509 -373
777 812 -607
396 84 -278
3 771 -555
467 6 815
389 286 -193
373 766 -362
746 796 634
150 550 -95
264 110 18
427 615 -224
678 126 708
471 230 -876
485 13 -945
869 860 167
133 859 -103
90 746 875
740 121 649
357 894 465
294 162 943
684 478 615
428 744 -957
628 589 207
420 496 -158
463 109 470
528 800 -993
866 92 -310
540 189 674
511 215 897
883 465 -822
45 681 -68
316 867 -188
208 9 -879
532 647 154
568 392 -607
872 318 976
99 795 669
858 347 -873
152 219 -691
791 654 316
902 153 632
426 437 851
346 476 687
207 514 -646
2 16 -990
549 682 281
617 383 -328
598 71 454
29 160 566
112 143 -272
300 167 -111
463 19 -361
661 218 891
363 461 -417
197 104 -81
627 484 -357
602 866 167
723 439 -537
7 62 666
863 829 904
807 574 350
472 117 359
99 379 424
734 194 -895
210 460 670
509 475 -402
75 472 -322
703 540 -430
499 555 59
582 644 -427
351 82 -963
516 856 203
775 224 -910
439 389 -478
823 73 968
853 374 151
156 486 -883
450 118 1000
77 64 -56
673 524 -45
425 905 299
775 239 -925
793 613 -507
445 659 -715
474 107 -375
20 176 879
425 360 -471
589 800 614
503 198 -41
364 20 -667
542 497 -613
569 856 -10
753 63 665
14 245 150
165 328 233
304 326 -329
487 606 877
880 818 -419
68 540 637
567 338 -216
440 163 806
368 211 -93
512 738 -2
446 121 601
228 137 118
185 863 -678
903 313 -404
80 41 -403
583 136 159
884 178 -670
15 263 457
342 570 953
628 479 925
291 763 777
478 664 -194
634 737 771
41 562 -36
309 904 317
807 546 -76
830 499 993
388 69 -893
840 844 -538
905 712 465
727 118 -456
677 172 413
562 588 -401
591 131 44
517 2 -940
453 873 952
125 206 124
177 71 -687
116 229 600
656 443 781
894 587 -660
739 684 -212
8 744 -176
578 897 909
129 853 -628
313 623 3
229 458 121
689 35 -891
424 227 741
504 886 841
7 645 782
62 695 -210
68 562 326
53 747 822
353 821 -233
648 76 60
399 475 393
101 607 868
349 626 59
87 793 809
710 896 -932
418 763 199
238 118 50
241 219 784
473 26 -628
625 130 -525
403 234 947
285 577 157
495 526 -922
841 460 573
862 62 -344
216 614 722
61 51 -152
809 271 -551
526 185 -999
608 629 -620
544 896 554
329 453 561
494 115 578
803 425 823
412 673 835
196 672 630
537 876 690
492 562 -697
366 436 -486
322 819 481
535 526 -266
640 702 -482
543 363 -732
72 541 267
67 564 185
246 187 250
435 814 37
621 561 859
767 157 -318
712 686 -72
384 615 210
558 43 41
629 583 711
196 106 -37
78 391 377
739 721 -684
163 187 -18
362 255 139
907 776 -753
180 779 440
878 842 -174
432 673 -495
131 150 966
3 157 -699
683 61 -567
852 105 -396
459 107 798
761 582 66
907 862 -581
726 177 974
896 860 394
463 158 -323
654 562 -765
460 763 503
797 448 -623
844 404 -438
386 897 -203
340 544 81
890 333 -317
893 500 -198
517 643 -771
576 362 573
421 340 -303
259 761 -161
461 245 -986
651 16 -829
84 422 632
603 675 -690
138 453 967
497 887 519
628 215 -64
444 83 751
253 739 221
236 692 -427
747 188 -752
691 458 381
363 845 943
534 86 -184
146 549 507
149 432 -210
548 225 -974
201 703 937
616 668 382
325 273 -929
249 204 -150
23 362 -643
105 467 886
224 366 428
554 544 80
816 93 -917
54 449 951
116 907 -233
538 123 -997
730 740 -193
290 892 -21
417 650 479
310 829 283
162 142 219
162 724 450
190 494 -796
311 13 287
494 128 -71
494 253 433
159 213 313
242 277 -393
26 122 -158
80 69 187
296 326 321
124 598 469
182 478 -112
299 450 -405
45 555 59
271 904 -870
16 33 -4
197 415 220
825 477 -273
239 133 598
622 412 253
857 250 -138
622 514 492
185 875 -927
419 806 -825
8 371 -310
782 836 275
92 372 -145
296 564 -985
754 23 115
465 457 56
373 817 -528
881 336 249
559 106 694
380 796 416
310 801 -287
237 828 -779
493 264 -189
406 518 839
664 13 -561
447 885 -91
30 620 373
531 890 -436
296 29 -276
471 118 -474
679 1 433
600 242 -631
299 455 -759
524 502 -766
374 365 -956
252 483 -354
593 472 357
253 44 -260
198 302 397
878 256 201
88 107 -783
280 337 -779
386 701 -215
827 861
402 215 -823
721 38 331
478 172 -653
435 2 615
532 453 358
238 306 -512
810 327 950
248 442 -334
563 420 -794
459 296 -793
265 108 832
89 409 -148
483 251 -667
794 610 505
59 646 793
808 140 182
137 97 -459
50 26 -591
87 252 569
661 621 90
781 819 1
255 384 -939
739 56 -587
551 109 475
10 646 -668
801 804 407
537 665 489
38 200 -490
363 320 -972
222 205 351
637 651 -39
515 715 -536
467 665 530
658 284 716
298 689 915
62 203 -342
110 637 568
749 272 -775
404 520 -923
645 264 -965
540 584 -869
52 389 -349
109 366 918
742 114 -909
33 294 -114
787 706 722
289 481 -370
692 300 985
640 467 310
827 698 461
203 388 -150
513 787 -464
768 280 365
573 623 264
445 396 -613
217 696 336
686 317 -634
804 612 608
465 519 143
626 33 -505
565 739 317
150 234 709
201 51 334
430 817 -695
610 141 399
748 432 208
684 21 -550
699 343 -86
82 350 -143
3 359 646
517 369 -380
131 566 -994
534 252 410
581 278 -794
594 76 243
687 776 476
263 581 -727
334 32 525
746 552 103
262 254 476
195 495 587
584 146 -500
826 394 975
163 318 508
403 730 -301
640 29 11
658 231 -835
447 310 -997
11 293 218
728 804 -372
288 620 101
450 814 -666
7 691 285
12 303 -921
766 480 -528
264 46 451
279 91 910
424 584 -576
26 214 449
793 259 570
310 66 -453
503 511 130
763 798 -132
122 385 -281
35 822 297
559 525 -891
817 578 -53
713 166 600
697 799 -799
393 221 786
176 478 -696
620 598 621
56 209 766
667 493 -989
74 787 -863
314 213 362
555 622 773
137 58 -285
736 414 447
456 138 -450
565 530 567
562 662 285
792 372 -864
202 725 -214
259 543 -110
463 48 -38
186 776 366
255 660 764
526 639 -828
710 206 -811
289 612 531
564 504 271
647 570 -915
270 445 508
346 60 355
541 306 483
295 481 -915
45 359 278
442 320 492
603 294 -178
588 283 -664
712 487 810
629 159 366
123 71 60
617 806 -811
78 628 24
230 594 -169
353 644 -599
657 337 837
506 133 833
558 662 -319
186 354 -726
814 101 -186
208 636 628
784 824 -669
758 190 832
607 341 -427
730 541 -30
83 412 -678
502 764 -203
546 725 814
172 185 -876
376 166 -718
330 113 -616
19 213 258
179 725 -759
659 549 18
324 699 981
667 440 7
679 230 212
106 590 -828
485 273 -266
761 283 682
400 513 -959
25 136 839
803 544 956
395 413 -992
358 81 955
363 235 398
732 372 -717
161 692 926
352 452 -371
204 102 -809
299 533 50
135 639 76
10 570 -176
350 817 -894
213 66 -525
637 266 -451
50 718 549
232 644 385
666 307 969
550 112 349
639 99 -565
98 279 717
219 515 965
768 308 -742
364 809 238
183 254 -390
38 352 -382
740 794 -261
83 767 901
467 455 178
504 320 -349
272 678 526
437 698 -650
89 62 317
129 115 -593
731 218 945
605 813 -473
207 556 -459
150 457 374
376 115 537
705 587 -392
801 31 -161
262 308 700
69 472 -571
641 822 -726
496 666 -692
668 170 623
209 813 170
741 67 -931
24 337 -875
74 374 38
716 398 -453
516 753 282
788 431 -302
567 809 -884
698 318 967
507 631 -567
87 524 971
102 257 -211
29 233 401
738 346 -460
399 162 -309
764 312 -410
401 393 276
459 525 -231
735 368 165
181 628 -977
413 602 -256
435 278 -189
139 265 -203
447 99 -982
799 519 -76
399 610 -208
483 181 492
127 633 557
763 367 -495
346 421 -657
598 516 797
117 247 -626
807 69 454
459 461 -101
651 236 -789
467 230 -80
501 682 968
145 374 -265
152 822 -804
190 72 631
647 120 577
673 97 -710
249 166 -946
99 762 -565
420 803 46
680 81 -593
246 395 84
143 72 -57
367 467 -958
124 130 408
291 590 68
315 533 810
651 138 -339
648 737 454
558 251 796
5 725 -493
232 409 40
140 811 -360
60 374 -438
217 667 -399
586 495 293
89 268 -276
543 415 -912
339 240 -809
126 635 637
570 798 918
623 524 -55
60 803 -840
243 791 600
509 506 -80
617 130 -39
772 812 -583
28 129 -304
662 380 614
766 648 -865
490 227 908
816 168 50
721 512 -178
156 219 730
699 363 27
23 543 889
557 257 668
399 293 580
764 419 942
806 191 -54
189 204 -509
363 7 -731
418 709 108
579 391 -760
21 67 -479
154 667 76
703 665 908
767 650 -134
230 184 -837
593 328 557
579 698 28
142 672 121
411 90 54
637 321 -648
64 737 890
372 191 -262
54 317 -424
112 766 969
113 163 637
336 85 333
163 773 636
418 769 -56
225 808 792
341 282 -756
314 802 -908
405 456 442
785 423 -188
644 384 321
313 50 432
146 343 -841
420 709 62
604 493 -941
791 645 5
572 482 482
317 560 874
486 258 967
260 306 -830
248 115 54
556 293 -275
451 744 -790
558 82 646
331 416 344
708 237 -426
225 411 -253
38 709 -969
642 336 -457
6 608 88
803 347 404
640 470 -691
593 528 237
640 389 -3
186 331 541
685 593 69
464 279 -118
199 242 -711
520 790 -565
783 336 693
463 312 548
681 296 -779
741 76 14
192 8 -515
736 71 144
815 154 -582
765 133 -278
184 537 -761
406 767 -798
438 286 -304
137 758 717
9 101 937
23 621 780
755 270 118
307 6 700
312 10 -682
758 161 -358
617 600 -812
588 757 988
804 551 -418
118 791 -494
246 636 -758
688 164 402
688 167 574
529 455 -148
780 370 680
277 209 -385
225 110 -996
812 297 -55
539 682 -119
293 794 828
266 740 822
743 348 606
426 584 -804
249 33 603
226 116 -789
130 138 170
642 363 875
72 713 -170
771 322 -969
378 204 -888
770 15 701
760 289 -894
139 230 -530
257 779 705
94 354 67
329 610 -365
710 606 -566
165 13 855
50 307 -48
458 496 -241
454 555 -535
278 678 827
746 531 -893
307 686 -880
821 177 -508
557 418 500
558 130 -320
212 472 685
540 567 179
437 712 334
180 280 113
304 137 -527
37 212 -166
371 508 -358
37 393 662
118 340 -897
741 402 -611
616 772 -765
624 756 -834
145 24 -626
444 588 334
701 550 864
366 137 353
340 38 -540
477 108 -560
719 175 442
812 268 -599
22 497 899
781 21 -39
37 349 579
543 516 -708
516 576 45
713 520 872
505 283 552
185 438 -94
743 380 -247
617 86 -764
709 104 265
383 732 -250
382 438 795
400 676 720
616 430 406
475 466 803
550 45 -218
283 427 314
354 196 133
594 491 -123
211 781 -108
754 16 -695
524 354 738
517 596 -997
219 801 429
396 817 -467
428 511 314
817 787 -578
45 96 -445
302 473 14
112 252 72
418 545 -380
116 610 -855
188 52 -218
102 218 -265
222 163 70
738 97 -285
22 305 19
228 696 -380
50 661 43
229 640 78
91 127 939
431 258 304
203 49 -665
83 633 828
457 117 22
292 774 481
232 638 403
681 425 77
814 752 -270
691 275 -857
688 311 -253
285 6 12
542 91 122
767 799 862
99 669 426
430 728 -63
380 55 156
290 635 -391
287 68 -553
161 286 -54
709 821 820
747 183 -799
333 171 592
455 386 -956
653 631 -849
661 792 -742
32 380 -410
151 16 -914
310 389 839
370 739 591
644 405 522
289 462 860
68 405 -291
560 545 844
1 767 234
133 51 883
280 75 557
546 813 156
720 354 332
292 659 -790
415 620 -958
91 291 -734
162 737 -758
307 679 -629
229 493 -552
114 284 -366
25 177 -411
578 172 -22
652 212 411
298 576 -132
23 814 60
562 139 -958
212 239 679
118 701 467
708 200 680
759 143 -580
42 339 -113
738 747 710
193 206 -204
473 800 609
801 693 -313
797 440 56
629 191 604
779 391 -688
302 586 -492
153 478 -281
239 408 -178
649 364 656
282 346 -450
693 273 326
64 526 211
656 224 -854
503 628 275
16 714 104
219 815 -126
805 622 45
391 675 382
689 268 -458
249 65 8
713 583 256
628 715 -376
707 359 918
521 35 996
524 752 977
204 368 309
94 635 -359
321 787 97
410 666 -961
489 551 1000
705 487 802
787 441 168
655 723 671
453 391 782
209 708 340
171 83 -722
636 279 166
779 32 -999
4 785 478
443 783 77
229 295 -489
245 177 526
522 323 -474
102 446 -364
750 62 469
236 609 -736
603 797 971
536 49 918
401 619 -179
149 208 1000
369 154 -797
566 822 929
294 23 -419
825 284 -720
775 655 -716
259 517 -895
220 577 812
109 381 -874
346 151 -340
37 298 -401
517 313 -217
2 140 -681
239 354 478
114 679 -418
101 560 182
285 810 -890
778 752 -94
332 564 -551
303 338 -550
794 604 427
759 37 -313
642 119 548
778 203 -779
707 808 953
72 123 940
497 431 -25
505 6 669
746 301 -566
40 401 615
779 777 -735
339 483 266
390 164 -501
76 653 -268
52 91 -581
206 299 -474
627 696 778
203 164 271
722 394 590
562 134 -900
210 337 -60
787 796 123
426 811 -382
691 92 984
134 402 -380
687 152 52
629 287 -952
361 122 -866
743 715 32
644 297 821
798 622 172
284 800 -990
54 748 591
619 749 -697
620 141 850
665 363 -898
243 72 -675
724 628 -875
745 406 394
226 546 899
145 789 -206
526 406 549
352 99 -569
489 690 -28
26 144 -374
32 412 -864
228 14 184
88 243 317
128 531 430
234 605 481
485 581 897
638 251 -860
646 113 -868
15 732 892
445 220 -937
395 562 790
644 288 -64
749 554 510
480 301 171
376 167 667
224 579 -543
507 107 344
182 256 -905
205 770 968
754 737 -593
47 463 -840
567 477 -848
402 301 -132
762 466 -273
430 296 962
818 385 156
463 375 -568
719 402 -751
623 35 -16
583 84 -39
423 698 -597
670 754 -950
311 218 31
24 265 -257
747 422 738
672 345 611
517 568 -732
742 621 -906
140 192 463
269 283 784
295 57 132
628 100 440
69 418 -946
502 715 680
46 674 384
538 440 -757
332 481 -331
754 819 -567
455 683 -858
546 155 257
371 536 -660
664 83 75
747 32 127
686 299 758
250 72 581
618 296 162
493 494 43
30 404 887
486 29 757
286 275 -383
462 316 863
465 568 -558
9 438 48
238 778 139
819 73 651
819 385 -508
378 339 48
720 567 -135
686 280 193
51 676 -725
477 593 -490
467 156 37
255 479 -306
98 593 0
633 131 955
417 19 -588
302 401 -984
282 505 118
90 59 -296
203 654 749
777 652 55
252 265 632
129 732 -321
824 739 36
626 617 -117
650 696 249
52 43 265
564 785 458
594 31 698
152 421 -806
610 55 656
180 776 272
793 171 885
248 617 -920
256 286 571
369 739 -501
781 394 -504
571 672 -965
819 432 849
102 74 -961
232 130 -187
456 332 241
317 15 879
97 298 -2
705 320 -853
39 189 416
624 667 -789
820 338 -267
736 631 -535
378 775 -626
706 495 718
301 769 -969
397 465 276
363 127 134
457 150 304
741 585 -47
440 110 110
300 572 -928
98 795 710
594 357 858
201 416 -475
678 784 629
407 73 560
28 697 114
318 378 -393
485 68 -789
346 239 -456
414 341 696
145 2 -551
132 808 -695
114 535 855
438 398 -392
293 322 -90
310 350 513
337 246 688
210 146 824
650 360 -869
749 416 -669
366 574 -656
743 736 414
77 258 457
77 447 -658
289 758 -566
218 403 339
158 433 231
313 257 -525
501 806 302
310 211 697
399 268 -944
111 35 593
317 827 800
240 276 539
284 251 -468
771 32 -415
804 47 -319
398 518 725
367 445 773
92 714 247
652 531 -708
73 279 -26
177 612 340
617 106 -448
517 438 -963
402 211 991
308 729 -41
208 441 592
667 366 257
152 571 374
46 621 639
217 715 -746
752 1 -644
123 582 -491
795 430 -984
202 809 987
120 162 203
213 632 -577
123 143 -655
30 415 -63
640 80 430
328 593 -555
337 162 -680
518 407 -992
564 19 -740
217 44 -682
567 320 -980
743 396 -147
62 820 -676
766 101 -655
584 271 362
366 603 -151
487 43 -444
334 135 -430
94 513 -609
640 790 454
32 589 406
743 130 892
793 341 -276
712 257 374
670 387 122
328 614 -275
201 676 793
260 613 653
644 236 -535
523 420 752
336 793 -863
141 583 -177
252 219 -467
883 898
116 560 -420
606 474 73
474 459 -59
638 720 75
404 661 479
798 682 458
557 31 546
409 215 177
587 215 -67
559 267 -413
137 572 230
879 454 -195
412 728 474
20 262 670
378 709 812
269 878 -171
170 451 -921
313 336 -877
167 426 5
661 847 -859
814 633 -483
757 614 71
667 84 -663
599 221 -93
496 35 57
619 169 881
206 673 -428
478 854 -712
880 522 -637
152 534 199
444 569 -674
34 578 -886
351 206 -926
660 756 76
158 767 248
309 334 -747
73 265 -208
485 513 -476
200 841 495
635 785 67
474 723 599
648 559 -593
108 102 -942
215 747 161
756 233 87
516 486 867
171 522 336
712 491 297
126 217 -974
690 37 -210
634 15 259
451 765 97
248 521 504
563 202 -947
848 721 -502
516 37 -392
762 554 944
26 529 -325
497 85 -11
364 687 435
398 582 774
411 329 524
654 730 -714
810 188 559
333 229 -901
862 314 -969
261 275 -556
174 316 -770
473 346 441
28 257 595
204 444 -942
384 303 -419
620 89 182
761 346 -678
201 797 237
37 2 235
75 427 820
395 844 -24
426 279 435
201 859 173
61 357 -952
603 823 352
478 863 679
67 310 -671
490 241 600
225 566 -535
706 820 -523
115 59 -440
243 190 833
733 174 -407
145 818 -572
9 718 -224
25 573 -718
298 852 -772
817 483 -733
357 600 997
813 536 -687
129 834 29
645 501 -389
480 880 761
872 115 -758
535 270 -707
52 776 419
567 505 -728
733 71 270
460 369 876
169 468 -559
267 875 -833
585 612 -27
173 384 920
561 533 944
517 336 -161
615 825 -578
828 522 322
532 67 -381
142 868 -272
754 272 33
210 214 132
663 384 -547
332 249 -555
278 729 -337
208 304 -939
462 763 426
542 775 -468
83 820 287
170 810 430
690 87 420
173 847 -427
810 207 -370
271 871 -987
257 390 -504
61 27 260
411 183 -488
71 31 -611
623 625 473
621 362 -866
664 373 704
811 741 -16
736 176 -619
386 92 -124
740 249 -480
405 568 -707
496 286 -417
510 775 -603
683 625 -189
703 708 -739
316 169 -691
182 726 -107
402 267 312
289 755 996
241 399 560
366 342 606
852 5 -576
27 3 875
560 135 -121
367 732 -504
620 781 965
102 474 755
565 733 378
455 374 322
66 398 0
719 484 293
191 288 -341
49 20 -296
427 560 131
747 480 -607
344 751 -194
762 454 -941
195 62 422
851 647 819
854 790 142
671 615 -61
521 9 144
398 802 -248
473 416 844
95 668 795
580 674 -659
693 515 460
173 123 87
65 223 -631
46 352 956
733 405 -802
714 855 821
284 134 408
109 424 647
373 357 -988
424 105 650
171 684 598
43 455 426
437 122 -398
167 382 -338
208 240 571
117 728 -851
101 365 -138
696 828 -826
736 669 -64
565 660 121
533 42 -428
844 692 -9
773 286 -881
544 451 980
16 546 885
412 321 943
642 503 -573
731 646 438
784 441 -636
222 364 797
462 12 -957
426 627 -819
571 353 -346
178 476 366
579 412 -488
299 638 493
363 752 810
752 573 -730
382 626 -657
347 625 -538
784 682 569
9 556 341
10 747 657
143 147 142
726 392 680
97 348 -938
376 122 238
757 94 -618
436 848 655
153 819 -132
731 34 -117
45 255 -611
680 520 -338
671 390 -727
189 10 -960
362 595 -88
295 878 -783
424 779 44
331 15 945
767 504 -482
24 325 -298
348 302 513
572 489 801
808 167 -470
210 618 985
175 364 -375
568 456 -408
757 550 -224
288 793 -398
577 422 349
644 683 -845
345 310 984
116 109 730
602 642 -566
668 687 766
549 482 -37
751 530 816
18 515 -223
321 734 -266
153 467 680
687 696 354
599 93 122
801 37 940
32 142 507
754 641 822
709 377 487
312 140 189
415 561 -389
407 366 486
581 282 -756
395 863 -150
545 11 -2
769 398 380
818 608 77
328 479 -655
691 413 673
787 307 -61
412 698 894
137 148 -399
822 375 -646
266 173 108
760 862 987
543 529 343
14 466 708
315 599 13
836 592 797
820 335 -257
796 762 -433
469 283 -604
256 101 840
165 738 -477
653 324 660
257 784 969
661 121 -393
153 619 -250
855 414 -566
428 500 -479
381 740 -525
601 862 -496
64 558 -716
132 839 397
605 604 -801
511 102 325
88 784 -863
813 471 354
578 382 278
182 718 -325
655 505 -931
532 19 -53
257 538 443
115 841 197
197 722 -684
640 140 -220
104 66 196
602 213 254
806 847 -779
580 829 352
60 711 903
831 446 81
314 403 -12
609 451 -279
365 829 690
761 561 286
486 320 964
702 84 529
81 618 -567
442 32 -14
674 685 733
584 573 -678
575 843 -744
677 718 970
191 375 -184
499 479 989
501 685 332
123 73 21
431 64 572
321 310 -49
837 487 242
19 727 -201
202 383 -40
555 267 -370
120 188 -349
852 318 -277
570 138 331
125 812 205
385 882 -355
634 18 463
713 208 -975
190 857 939
825 13 631
881 713 -20
407 528 -201
213 660 587
480 621 435
485 472 -734
853 572 171
227 192 -319
672 431 25
171 527 312
4 594 -159
290 148 -85
70 817 -253
656 313 631
492 599 68
351 818 -605
403 354 -834
281 763 -242
413 243 634
601 114 291
776 425 -162
577 33 820
399 624 -97
720 873 759
279 352 843
144 685 -106
586 808 300
112 835 -571
119 201 -101
364 383 -7
768 607 -746
876 819 -181
318 166 800
356 136 952
334 791 564
497 313 579
372 557 569
17 291 614
513 673 927
270 376 669
373 631 -794
663 260 87
476 755 -737
332 181 -965
385 570 896
453 359 996
306 202 433
403 232 -879
206 375 -54
5 579 -186
328 813 -691
881 407 784
753 349 581
107 731 445
788 653 -87
853 812 -852
57 879 555
681 418 356
816 178 -798
47 739 -793
20 288 275
82 15 -754
829 356 238
497 241 -744
72 333 -492
67 335 74
33 862 825
493 109 -662
189 290 430
627 720 570
502 273 -361
479 41 -219
459 340 665
142 91 -716
322 385 45
730 202 561
688 610 881
746 874 228
813 703 649
462 57 -6
58 180 -737
619 336 -363
372 665 528
260 515 -531
581 622 586
163 642 210
258 239 549
170 433 282
475 172 107
527 533 -151
656 403 510
647 820 474
310 690 -441
503 523 -677
812 761 -120
279 666 343
376 354 873
461 272 -857
221 497 -483
693 606 -785
306 367 510
871 299 -486
159 685 -701
172 729 -49
169 439 58
3 52 707
483 472 228
94 648 -966
149 43 -239
161 786 585
